resumption of the session	reanudación del período de sesiones
in 1988 , the commission introduced an action plan to promote equal opportunities for women and men .	la comisión tiene , desde 1988 , un plan de acción para la igualdad de oportunidades de mujeres y hombres
through the current programme , which covers the period 1997 to 2000 , we are endeavouring to encourage a workplace	con el actual programa , que comprende desde 1997 hasta 2000 , se intenta desarrollar una cultura en la que
one of the programme 's aims is to develop and supervise methods , strategies and measures for promoting gender equality	uno de los objetivos del programa es preparar y controlar métodos , estrategias y medidas que fomenten la distribución equitativa
within the framework of the action plan , each individual directorate general is to prepare its own programme of measures	en el marco de este programa , cada dirección general prepara un plan de acción específico .
one of the goals of those programmes is to increase the number of women in managerial positions .	uno de los objetivos del plan de acción es aumentar el número de mujeres en cargos de dirección .
the new commission 's own objective is to double the number of women managers before the end of its term	la nueva comisión tiene como meta duplicar el número de mujeres en cargos de jefatura durante su legislatura .
the same line is being pursued with particular vigour in the directorate-general for the environment , where nearly 60 per	la dirección general de medio ambiente , en la que actualmente el 60 por ciento de los directores y el
our policy is to encourage the recruitment of women to administrative posts in order to create a reserve of suitable	nuestra política es favorecer la incorporación de las mujeres a los cargos administrativos , para crear una reserva de candidatas
currently , women hold 24.5 per cent of our a-grade posts , and we hope the number will increase steadily	actualmente , el 24,5 por ciento de nuestros empleados de la categoría a son mujeres . esperamos que esta proporción
moreover , we are trying hard to attract qualified women to participate in our consultation groups .	además , hacemos esfuerzos para atraer a mujeres cualificadas para que participen en nuestros foros de discusión .
as regards our external partners , all we can do is set them a good example and encourage their efforts	en lo que se refiere a nuestros socios externos , sólo podemos darles buenos ejemplos e instarlos a hacer esfuerzos
with respect to the general principle of incorporating a perspective of equality , as you know , this principle is	en cuanto a asuntos de carácter más general sobre la integración de la perspectiva de igualdad de oportunidades entre hombres
article 3 of the treaty states that , in all the activities referred to in this article , the community	en el artículo 3 del tratado se estipula que la comunidad , en todo lo que concierne a ese artículo
the commission gives its full support to the efforts being made in this area and is continuing its investigations into	la comisión da su apoyo a los esfuerzos que se hacen en esta materia y está estudiando qué medidas específicas
i should , of course , like to take this opportunity to say that i appreciate the role played by	obviamente , quiero aprovechar para decir que valoro el papel de la comisión de derechos de la mujer del parlamento
i should just like to recall that , during the lengthy process of approving the present commission , every commissioner	permítame solamente recordar que cuando la actual comisión fue aprobada , la comisión de derechos de la mujer preguntó a
we shall be monitoring each commissioner carefully , so the other commissioners have now been forewarned .	vamos a controlar minuciosamente a cada uno de los comisarios ; de esta manera quiero advertirles también a los otros
thank you for your reply .	gracias por la respuesta .
i interpret it as saying that you agree that what is needed is an action plan to enable more women	la interpreto como un sí , como que es un plan de acción que es necesario ; un plan de
i should also like to point out that the beijing declaration emphasises the importance of having the institutional capacity to	permítanme también decir que la declaración de pekín subraya la importancia de poseer una capacidad institucional para incluir la perspectiva
environmental agencies often do not have the required knowledge or procedures for incorporating such a perspective into their daily work	las instituciones medioambientales carecen a menudo de conocimientos y de métodos para incorporar esta perspectiva en su trabajo cotidiano .
i naturally want to know whether the commissioner is willing to incorporate the idea of equality into environmental policy and	quisiera , obviamente , saber si la comisaria está dispuesta a integrar la perspectiva de igualdad de oportunidades para hombres
this is a crucial goal .	esto es importante .
in order for all policies to be similarly permeated by the concept of equality , it is especially important that	para que toda la política adquiera esta perspectiva , creo que es especialmente importante que los jefes , en puestos
.	.
( sv ) my understanding of mainstreaming is , of course , that this should characterise everything we do .	( sv ) obviamente mi idea es que el mainstreaming debe estar presente en todo lo que hacemos .
in the action plan prepared by my directorate-general , issues of equality play a very important role .	en el plan que se está preparando en mi dirección general , los asuntos sobre igualdad de oportunidades para hombres
for example , i am prepared to give seminars on leadership or other subjects myself to encourage women to take	también estoy dispuesta , por ejemplo , a organizar personalmente seminarios sobre liderazgo o sobre otras materias para alentar a
if we are to be able to motivate everybody , i believe it is extremely important for this message to	para motivarlas a todas , creo que es muy importante que se envíe este mensaje desde arriba hacia abajo ,
my impression of environment-related work , broadly speaking , is that in many instances it is dominated by women .	en general , mi idea es que en el trabajo medioambiental hay mayoría femenina .
this state of affairs must be encouraged so that women have a chance to secure managerial posts or reach high-ranking	se trata de que esto se asiente , de manera que las mujeres también puedan acceder a puestos de responsabilidad
i should like to make it plain that our programme reflects that intention , but there is certainly room for	quiero afirmar que nuestro plan de acción refleja estas ideas , pero seguramente se puede mejorar .
i have some experience in drawing up plans and following them up .	tengo cierta experiencia en la elaboración y evaluación de planes .
i hope that this will be of benefit .	espero que me sirva de algo .
question no 43 by ( h-0045/00 ) :	pregunta nº 43 formulada por ( h-0045/00 ) :
subject : the boyne estuary and the drogheda port company the boyne estuary is designated a special protection area (	asunto : el estuario del boyne y la sociedad drogheda port company el estuario del boyne está catalogado como zona
however , the department of the marine , louth county council and drogheda corporation have allowed the development of a	no obstante , el ministerio de marina , el consejo del condado de lough y la corporación local de drogheda
what is more , a very large warehouse has been constructed , in respect of which it is proving difficult	además , se ha construido allí una nave de almacén de muy grandes dimensiones ( sin que sea fácil acceder
how can the commission ensure that this sort of development financed through the structural funds does not conflict with the	¿cómo puede garantizar la comisión que esta clase de desarrollo , financiado con cargo a los fondos estructurales , no
is the commission ready to suspend funding completely , pending a review of the development plans of the area ?	¿está dispuesta la comisión a suspender por completo la financiación mientras no se revisen los planes de desarrollo de la
the commission is aware of the construction of the harbour , but we know nothing about the warehouse or the	la comisión tiene conocimiento de la construcción del puerto , pero no sabe nada acerca de la nave de almacén
the harbour construction project is receiving support from the structural funds and chiefly involves dredging the river boyne estuary and	la construcción del puerto se financia con cargo a los fondos estructurales y significa , a grandes rasgos , que
the boyne estuary is designated a special protection area under the wild birds directive .	el estuario del río boyne está catalogado como zona de protección especial al amparo de la directiva relativa a la
that means that any development that takes place in or near the boyne estuary and that is likely to affect	esto significa que todas las obras en el estuario del boyne que puedan afectar a la zona de conservación especial
since 1998 , the commission has received a number of complaints alleging that the harbour will damage the mudflats at	desde 1998 están llegando a la comisión protestas en las que se sostiene que las instalaciones portuarias dañarán la faja
after investigating these complaints between 1998 and the beginning of 1999 - during which time the project did not receive	después de analizar esas protestas durante 1998 y el comienzo del año pasado ( el proyecto no recibió durante este
an in-depth environmental impact assessment had been carried out .	se hizo un minucioso estudio de las consecuencias medioambientales .
the most serious harm caused by the project , the damage to the stegrennan mudflats , was only to be	el efecto más negativo del proyecto , la pérdida de la faja costera de stegrennan , será temporal y los
at the commission 's suggestion , the mudflats at stegrennan were formally included in the boyne estuary special protection area	a instancias de la comisión , se añadió formalmente la faja costera de stegrennan en la zona de protección especial
furthermore , to compensate for the negative effects on the bird populations caused by the temporary disappearance of the mudflats	para compensar los efectos negativos de la desaparición temporal de la faja costera en la vida de las aves silvestres
however , since last summer the measure just mentioned has been in dispute .	sin embargo , desde el verano del año pasado , esta medida ha sido puesta en entredicho .
firstly , the irish authorities withdrew their earlier commitment to carry out improvements .	primero , las autoridades irlandesas retiraron su compromiso de hacer mejoras .
they then renewed their commitment after an irish non-governmental organisation began a legal challenge in the irish courts .	posteriormente , renovaron su compromiso , después de las protestas presentadas por una organización medioambiental no gubernamental ante los tribunales
however , the new commitment included some minor changes which , in turn , led to a further complaint .	el nuevo compromiso contenía , no obstante , pequeños cambios que , a su vez , dieron origen a nuevas
in view of the fact that the irish authorities have undertaken to make compensatory improvements and that other issues have	considerando que irlanda ha asumido el compromiso de adoptar medidas compensatorias y que otros asuntos ya han sido resueltos ,
however , it wishes to discuss the question of compensatory measures with respect to improved habitats with the irish authorities	sin embargo , la comisión quiere estudiar las medidas compensatorias de las autoridades irlandesas , especialmente las relativas al mejoramiento
- i do not quite understand what the commissioner said .	- ( en ) no he entendido bien lo que ha dicho la sra . comisaria .
the mudflat at stregrennan , which was made a special protection area at the request of the commission , has	el barrizal de stregrennan , que fue declarado zona de protección especial por petición de la comisión , ya ha
it is clear that the activities that have taken place there are in clear breach of eu directives .	es evidente que las actividades que allí se han llevado a cabo incumplen claramente las directivas de la ue .
you say there will be no further funding .	usted afirma que no se concederán más fondos .
i would like to know whether you are going to stop completely the funding at this stage until there is	quisiera saber si se propone suspender por completo la financiación en esta fase , hasta que se realice una investigación
if not , why not ?	de lo contrario , ¿por qué no ?
if you are , when exactly are you going to do it ?	si se propone suspender la financiación ¿cuándo lo hará exactamente ?
is it correct and proper that the department which owns the company is also the authority which issues the licence	¿es correcto y adecuado que la corporación que es propietaria de la empresa sea también la responsable de conceder la
is this right and proper ?	¿es eso correcto y apropiado ?
what is your opinion on that ?	¿cuál es su opinión al respecto ?
any eu funding for the project must be stopped because it is in clear breach of eu directives .	debe ponerse fin a la concesión de cualquier tipo de fondos para el proyecto , porque éste incumple claramente las
even the area designated by the commissioners as a special protection area has been destroyed .	incluso la zona declarada por los comisarios como zona de protección especial ha sido destrozada .
compensation afterwards is not going to make up for the damage that was done .	una compensación posterior no reparará los daños ocasionados .
the first legal challenge followed the start of work on the port of development in early autumn 1999 without the	el primer desafío legal se produjo cuando comenzaron las obras de desarrollo del puerto a comienzos de otoño de 1999
as a result , the irish authorities agreed to reinstate the cord grass removal but this time by direct mechanical	por consiguiente , las autoridades irlandesas acordaron proceder a la retirada de las gramíneas , pero esta vez lo hicieron
the use of mechanical means led to a further legal challenge - that is what i referred to also in	el uso de medios mecánicos dio lugar a un nuevo desafío legal -al que me he referido en mi primera
there is to date no conclusive outcome to this legal challenge .	hasta la fecha no hay ningún resultado concluyente de dicho desafío legal .
the adoption of the necessary compensatory measures is a matter for the national authorities , and does not require prior	la adopción de las medidas compensatorias oportunas es competencia de las autoridades nacionales y no requiere la aprobación previa de
the commission ' s role is to make sure that the standards required by the birds directive are fully met	el papel de la comisión consiste en velar por el fiel cumplimiento de las normas establecidas por la directiva relativa
in this case , the commission proposes to seek further clarification from the irish authorities on the up-to-date position on	en este caso , la comisión propone solicitar nuevas aclaraciones de las autoridades irlandesas sobre la posición actual respecto a
we are not at the moment ready to propose to stop the financing from the structural funds .	en estos momentos no estamos dispuestos a proponer la suspensión de la financiación con cargo a los fondos estructurales .
mr president , sadly , the specific case raised by mrs mckenna is not an isolated one .	señor presidente , lamentablemente , el caso específico que ha planteado la sra . mckenna no es un caso aislado
there are other examples of conservation in special scientific areas being damaged as a result of eu funding .	hay otros ejemplos de conservación en ámbitos científicos especiales que se están viendo perjudicados como resultado de la financiación comunitaria
will the commission consider issuing instructions to all member states saying that , if in future it discovers that european	¿estudiará la comisión la posibilidad de impartir instrucciones a todos los estados miembros en el sentido de que , si
it is only such action which will discourage this practice in the future .	únicamente medidas de este tipo pondrán freno a estas prácticas en el futuro .
.	.
( sv ) this is a very important question .	( sv ) éste es un asunto de gran importancia .
as meps are well aware , in the course of last year a joint text was issued by our predecessors	como los diputados al parlamento europeo seguramente saben , nuestras predecesoras en la comisión , ritt bjerregaard y monika wulf-mathies
the message contained in the joint text is still valid .	el mensaje que se envió en esta carta conjunta está todavía vigente .
we can not hand out money with one hand and , with the other , take countries to court ,	no podemos dar dinero a los países con una mano y con la otra llevarlos a los tribunales y ,
it is therefore important that there be a coordination strategy .	por eso es importante que esto se coordine .
the result may , of course , be some difficult questions of priorities .	obviamente que el resultado puede llevarnos a tener que tomar decisiones difíciles .
in my view , the most important consequence , however , is that countries should do some careful thinking and	sin embargo , a mi juicio , el principal efecto es que los países se lo van a pensar mucho
in that respect , ireland falls short , like other member states , but we hope that the pressure we	en esto irlanda tiene deficiencias , igual que otros países miembros , pero esperamos que esta presión dé resultados .
i should just like to point out once again that the joint text still holds good .	una vez más quiero hacer hincapié que el contenido de esta carta aún es válido .
the rules of procedure do not allow this .	no es posible según el reglamento .
you will have to discuss this outside the chamber .	tienen ustedes que hablar ya fuera del hemiciclo , señora diputada .
questions to mr barnier	preguntas dirigidas al sr. barnier
-	-
question no 44 by ( h-0020/00 ) :	pregunta nº 44 formulada por ( h-0020/00 ) :
subject : partnership arrangements and the third community support framework for greece the recent regulation ( ec ) 1260/1999 laying	asunto : principio de asociación y tercer mca en grecia el nuevo reglamento 1260/1999 sobre los fondos estructurales , a
however , local authorities have repeatedly expressed the view that 'partnership ' arrangements under the new csf for greece have	sin embargo , de acuerdo con el mca griego , y con repetidas declaraciones de la administración local , los
has the greek government introduced any changes so as to extend the scope of partnership arrangements to the local authorities	¿se ha producido por parte del gobierno griego un cambio en los procedimientos para ampliar el contenido de la relación
in what way have the local authorities be given a greater say in the preparation and administration of the third	¿cuál es la mayor función de las autoridades locales en la preparación y aplicación del tercer mca , y qué
may i quickly add something to the answer given just now by mrs wallström to mr martin ?	¿me autoriza a prolongar con una frase la respuesta que margot wallström acaba de hacer al presidente david martin ?
this was a joint letter between our two predecessors and i consider , as the successor to mrs wulf-mathies ,	es para decirle , ya que se trataba de una carta conjunta entre nuestros dos predecesores , que , como
i am also saying this as a former environment minister .	también es un antiguo ministro de medio ambiente quien le responde , señor presidente martin .
turning now to the question posed by mr alavanos , who i hope will pardon me for this brief diversion	ahora quisiera decir unas palabras al sr. alavanos , que me perdonará esta incursión en otro asunto para decirle que
the involvement of regional and local authorities in the community ' s action is , as you know , one	la participación de las autoridades regionales y locales en la acción de la comunidad constituye -me permito recordarlo aquí ,
with regard to the specific application of this partnership principle within the next community support framework for greece , the	respecto de la aplicación -más específicamente- de ese principio de cooperación en el marco del próximo marco comunitario de apoyo
mr alavanos knows that i have been to greece twice under the quite tragic circumstances of the earthquake disaster .	por lo demás , me he trasladado a ese país -como sabe el sr. alavanos- en dos ocasiones y en
as for subsequent phases , in other words the preparation of national and regional programmes , it is not enough	por lo que se refiere , señoría , a las fases siguientes , es decir , la elaboración de los
as for the monitoring and management of these programmes , i have not yet received the national provisions proposed by	por lo que se refiere al seguimiento y a la gestión de dichos programas , aún no he recibido ,
in the current negotiations on this third community support framework , i have asked for the provisions on the partnership	puedo indicar a sus señorías que he pedido , en el marco de las negociaciones sobre este tercer marco comunitario
within the third csf , this principle must specifically lead to the participation of all these partners in the monitoring	ese principio debería , así , plasmarse , en el marco del tercer mca , en particular en la participación
this is all i can say .	ésta es la respuesta , señoría , que puedo darle .
i thank the commissioner , and do not at all question his intentions and interventions , which adopted a positive	gracias señor comisario . no tengo ninguna duda de sus intenciones ni de sus intervenciones , que se han movido
however , things are really quite different .	pero es que las cosas son totalmente distintas .
the operation of the community support framework is ruled by a centralising hand and indeed at this time we are	hay una mano centralizadora sobre el funcionamiento del marco comunitario de apoyo , y ciertamente , en esta época estamos
i can not show you the television programmes here but i can show you the greek newspapers from a few	no le puedo hacer llegar aquí los programas televisivos como le hago llegar los periódicos griegos pocas semanas antes de
in the sunday papers all over greece : the ministry of public works concerning the structural fund : the minister	en los periódicos dominicales de toda grecia : ministerio de obras públicas , en relación con el fondo estructural :
there are only a few weeks to go before the elections .	ministerio de empleo : la labor del ministerio de empleo , la fotografía del sr. ministro y la del secretario
this is both propaganda by the party and propaganda by the candidates , financed by the european union , the	tenemos unas pocas semanas antes de las elecciones . propaganda del partido y de los candidatos con financiaciones de la
my question to the commissioner is this : what is to be done ?	pregunto al sr. comisario : ¿qué va a pasar ?
will the commission remain silent ?	¿la comisión se va a quedar sin decir nada ?
will it discuss the matter ?	¿lo va a debatir ?
will it bring it up with the greek government or will we persist with the pathological situation we had with	¿lo va a discutir con el gobierno griego o nos vamos a estar moviendo en las mismas situaciones patológicas que
mr alavanos , i see that you have thrown to your left all the documents which you have just cited	señor alavanos , he comprendido perfectamente que su señoría tirara a su izquierda todos los documentos que ha citado .
would you let me have these documents so that i can read them , after i have had them translated	lo que me gustaría es que me los diera para que yo pudiese leerlos -en fin , mandaría traducirlos- y
then if it is really necessary for me to do this , i will make comments or recommendations to the	y , después , si resulta totalmente necesario que lo haga , formularé observaciones o recomendaciones al gobierno griego .
i would therefore be very pleased if you could pass me these documents or i will come and get them	así , pues , me gustaría mucho que su señoría me remitiera esos documentos o , si no , iré
having said that , i thought your question related more to the partnership issue .	ahora bien , yo creía que la pregunta de su señoría versaba más sobre la cooperación .
further to your questions on the pre-electoral period , i can only repeat my intention that local and regional authorities	aparte de esas cuestiones vinculadas con el período preelectoral señalado por su señoría , vuelvo a expresarle mi interés por
i can only quote what is contained in the general structural funds regulation which specifies that the commission will work	pero tampoco puedo reformular el reglamento general de los fondos estructurales , que dispone que la comisión trabaje con los
subsequently , if i need to ensure that this partnership is disseminated and decentralised , then i will do this	después debo asegurarme de que se difunde , se descentraliza , esa cooperación , voy a asegurarme de ello .
i can not do other than work with the greek government .	no puedo hacer otra cosa que trabajar con el gobierno griego .
i think that my colleague mr alavanos will be giving all these particulars to the commissioner so that he may	creo que nuestro colega , el sr. alavanos , dará todos estos datos al sr. comisario para que los pueda
however , turning to the substance , i should like to ask the commissioner to bear in mind the following	pero , sobre el fondo el asunto , yo también quiero pedir al sr. comisario que tenga en cuenta lo
from that point of view , neither local governments and much less non-governmental organisations , for example the farming cooperatives	desde este punto de vista , ni la administración local , ni , muchísimo menos , las organizaciones no gubernamentales
what can the commission do about that ?	¿cómo puede solucionar esto la comisión ?
i will monitor this situation very closely . if necessary , within and pursuant to the structural funds regulation ,	una vez más , señor theonas , vuelvo a decirle lo que he dicho al sr. alavanos : examinaré muy
however , i am obliged to respect the national authority with which i must conduct these negotiations .	pero una vez más , me veo obligado a respetar la autoridad nacional con la que debo celebrar esa negociación
having said this , i will look at the situation objectively .	de todos modos , observaré la situación objetivamente .
as for the rest , if you have any recommendations or suggestions on the involvement of a particular structure -	por lo demás , señor theonas , si su señoría tiene recomendaciones o propuestas que hacer sobre la participación de
why would i not say that we have noticed in previous years , on the part of the greek government	no puedo negar que en años pasados hemos observado cierta carencia por parte del gobierno griego en lo relativo a
i am saying this objectively and when a problem or shortcoming is noted , this must be remedied .	lo digo objetivamente y , cuando se observa un problema o una carencia , hay que eliminarlos .
i will therefore monitor this in the implementation of the new community support framework .	así , pues , voy a velar por ello en el marco de la aplicación del nuevo marco comunitario de
-	-
question no 45 by ( h-0041/00 ) :	pregunta nº 45 formulada por ( h-0041/00 ) :
subject : structural fund financing of research in the civil nuclear technology field can the commission confirm that in the	asunto : financiación con cargo a los fondos estructurales de la investigación en el ámbito de la tecnología nuclear civil
can it also undertake to rule out any measures providing financing for research of this type during the negotiations in	¿puede igualmente comprometerse a descartar cualquier medida de financiación de este tipo de investigación durante las actuales negociaciones con los
what role will aid from the structural funds play , on the other hand , in the promotion of renewable	¿qué importancia tendrá , en cambio , la ayuda de los fondos estructurales en la promoción de las energías renovables
can we expect that structural fund financing relating to energy policy will focus on the promotion of regional , renewable	¿se puede esperar que la financiación de los fondos estructurales en materia de política energética se centre en la promoción
will the structural funds also finance the large-scale energy transmission networks ?	¿financiarán los fondos estructurales también las grandes redes de transporte de energía ?
on mrs isler béguin ' s first point i must remind her that the improvement of the scientific basis and	quisiera responder a la sra . isler béguin sobre el primer punto y recordarle que la mejora de la base
the support allocated by the structural funds for technological cohesion , or research and technical developments , within the community	el apoyo que los fondos estructurales representan para la cohesión tecnológica , es decir , de la investigación y la
this is about 6 % of the whole community contribution .	es , señoría , el 6 % , aproximadamente , de la contribución comunitaria total .
with regard to your specific concern , i can say that , as in the previous period , the commission	respecto de su preocupación , quiero decirle que , a semejanza del período anterior , la comisión no tiene la
however , it is still the responsibility of the member states ' management authorities to select the projects to be	la selección de los proyectos que se ejecutan en el marco de esos mca sigue siendo competencia de las autoridades
consequently , even though this is not a community priority , a member state can decide to finance research and	por consiguiente , señoría , aun cuando no constituya una prioridad de la comunidad , un estado miembro puede decidir
on your second point of renewable energy which , as you know , is of great interest to me ,	por lo que se refiere al segundo punto mencionado por su señoría -las energías renovables- , que , como sabe
these funds specify that investments in the renewable energy sector must be encouraged where they favour the development of local	según los dispuesto en ellos , se deben fomentar las inversiones en el sector de las energías renovables en la
i was able to verify this , for example , during a visit i made to the azores in portugal	pude comprobarlo , por ejemplo , en una visita que hice a portugal , hace unos días , a las
the structural funds contribution which has enabled greater penetration of the renewable energy market was also underlined in the campaign	también en la campaña en pro del despegue de las fuentes de energías renovables , lanzada por la dirección general
finally , on large-scale energy transmission networks , the guidelines also provide for financial participation from the funds to develop	por último , respecto de las grandes redes de energía , las orientaciones establecen también una participación financiera de los
this is particularly valid for the region of the azores which i have just mentioned and also for all most	ello es aplicable , en particular , a la región que he mencionado de las azores , pero también a
commissioner , thank you for your answer . however , i asked this question because we are rightly concerned that	señor comisario , entiendo perfectamente su respuesta , pero , por otra parte , la razón de que la haya
this project amounts to several billion ecus and areas eligible for structural funds , such as those listed in objective	asciende , en efecto , a varios millares de millones de euros , manifiestamente , y zonas que pueden obtener
we would like to know whether the commission would be likely to finance this type of project in terms of	lo que nos gustaría saber es si la comisión estaría efectivamente en condiciones de financiar ese tipo de proyecto en
you did not fully answer the last part of my question on large-scale energy transmission networks .	señor barnier , le ruego que me disculpe , pero no ha respondido del todo a la última parte de
could you please give an answer on this issue ?	¿podría dar una respuesta a ese respecto ?
you are concerned about whether the structural funds will be used to finance the installation of nuclear plants anywhere .	¿le preocupa a su señoría saber si se va a financiar con cargo a los fondos estructurales la instalación de
quite simply there is no question of this .	podríamos decir que no hay ni que pensar en eso .
i said that the selection of projects remains the responsibility of the member states pursuant to the structural funds regulation	le he dicho , señoría , que , conforme al reglamento de los fondos estructurales , la selección de los
as a result , the commission services are not systematically informed of all projects selected .	por consiguiente , los servicios de la comisión no son informados sistemáticamente de todos los proyectos seleccionados .
however , you are right to question me as this is your task , as mine is to answer you	no obstante , su señoría hace bien en preguntarme , es su trabajo y el mío es el de responderle
as has happened in the past , the member states are required to provide answers when the commission questions them	como ya ha ocurrido en el pasado , los estados miembros se ven obligados a responder , en la medida
i will therefore step beyond the confidence usually shared between member states and the commission and i will find out	así , pues , voy a ir un poco más lejos que la confianza habitualmente compartida entre los estados miembros
the member state or states concerned will then be required to answer me and i will send you this answer	el estado miembro o los estados miembros interesados deberán entonces responderme y yo transmitiré su respuesta a su señoría ,
i thought i had answered your question on large-scale energy transmission networks .	me parecía haber respondido sobre la cuestión de las grandes redes .
the energy situation varies widely from region to region in the european union . assistance from the structural funds could	la situación energética es extraordinariamente variable según las regiones de la unión europea y la ayuda de los fondos ,
this is the only answer i can give you on the link between large-scale energy transmission networks and the structural	ésta es la respuesta que puedo dar sobre esa vinculación entre las grandes redes de transporte de energía y los
-	-
question no 46 by ( h-0052/00 ) :	pregunta nº 46 formulada por ( h-0052/00 ) :
subject : structural funds and additionality in the light of the commission 's recent helpful response to my priority written	asunto : fondos estructurales y adicionalidad a la luz de la atenta respuesta que dio la comisión en fecha reciente
in particular , would the commission look favourably on a change in the rules to ensure that additionality operates not	¿sería partidaria , en particular , de modificar las normas de tal modo que la adicionalidad no se aplicara únicamente
mr maccormick , the commission has no plans to amend the rules concerning additionality which were stipulated , for the	quisiera responder al sr. maccormick que la comisión no ha pensado modificar la reglamentación relativa a la adicionalidad , que
as in the past , these rules state that the additionality principle applies to the relationship between the structural funds	como en el pasado , se aplica el principio de adicionalidad , según dispone dicha reglamentación , a la relación
in this respect , it must be stressed that it is the expenditure financed by the structural funds which must	a ese respecto , conviene subrayar que los gastos financiados por los fondos estructurales son los que deben ser adicionales
the cofinancing provided by the member state does not need to be additional to its existing expenditure .	no es obligatorio que la cofinanciación aportada por el estado miembro lo sea , es decir , que se añada
provided that the member state does not reduce all its own expenditure , the structural funds are added to the	mientras el estado miembro no reduzca el conjunto de sus gastos propios , se puede considerar , y consideramos ,
as for the budgetary provisions within the member states , between central government and internal autonomous regions or countries ,	en cuanto a las disposiciones presupuestarias aplicables en los estados miembros , entre el gobierno central y las regiones o
please excuse this very legal answer .	perdóneme que haya dado una respuesta extremadamente jurídica .
however , after verification it is precisely in this legal manner and specifically according to the post-berlin structural funds regulation	en todo caso , ésa es la forma como , después de la verificación , jurídica y precisamente en función
- i am grateful for a clear answer though naturally a little disappointed by its content .	- ( en ) gracias por la clara respuesta , aunque , naturalmente , su contenido me ha decepcionado un
we are left with article 11 ( 1 ) which says that the appropriations of the funds may not replace	nos queda el apartado 1 del artículo 11 , que dice que las asignaciones de fondos no pueden sustituir el
very well : that is to be the unchanging rule .	muy bien : ésa debe ser la norma inalterable .
does section 11 ( 1 ) conceivably authorise the following practice .	¿cabe la posibilidad de que el apartado 1 del artículo 11 autorice la práctica siguiente ?
when an autonomous region 's or country 's funding from european structural funds increases , the state makes a concomitant	cuando se aumenta la financiación con cargo a los fondos estructurales para una región autónoma o un país , el
is that really authorised ?	¿es eso lícito realmente ?
unfortunately i do not have time to go into depth on this issue . if mr maccormick would be satisfied	por desgracia , me falta tiempo para ir hasta el fondo y , si el sr. maccormick me autoriza ,
i am aware of the member ' s competence on these matters .	conozco la competencia con que su señoría sigue todas estas cuestiones .
i also know the particular problems in your constituency in scotland where disputes and discussions are occurring on these subjects	conozco también los problemas particulares que se plantean en su circunscripción de escocia , donde surgen ciertos litigios o discusiones
however , on a general level , i would say that in all cases it is the structural funds expenditure	de todas formas , he de recordar , en un plano general , que los gastos de los fondos estructurales
i will go further in the written answer which i have promised in order to set things out more objectively	de todos modos , ahondaré un poco más en la respuesta escrita que le he prometido para exponérselo de forma
- additionality is a major issue too in wales , which i represent .	- ( en ) además , es un problema importante también en gales , país que represento .
just last week it was one of the issues that brought about a vote of no-confidence and the resignation of	la semana pasada , un asunto de este tipo dio lugar a una votación de no confianza y a la
as recently as 1991 and 1992 the commission won a battle with the uk over additionality , at that time	ya en 1991 y 1992 , la comisión ganó una batalla contra el reino unido sobre adicionalidad , que en
this led to an agreement being signed whereby the uk government agreed to introduce procedures to ensure that eu spending	ello dio lugar a la firma de un acuerdo mediante el cual el gobierno del reino unido se comprometía a
and yet we still have these problems in wales and in scotland .	y sin embargo , seguimos teniendo estos problemas en gales y escocia .
could the commission look at this particular situation in relation to the agreement that was signed with the uk government	¿podría la comisión analizar la situación relativa al acuerdo firmado con el gobierno del reino unido ?
i take this to mean that the debate of which i was aware in scotland is also occurring in wales	comprendo , señoría , que el debate del que tenía conocimiento en escocia se dé también en el país de
i will verify this point and , if you wish , i will give you a written answer at the	voy a verificar lo que su señoría indica en su observación y , si le parece , al mismo tiempo
mr president , i will try to be brief in answering the member ' s question . the regional development	voy a esforzarme , señor presidente , por dar una respuesta breve diciendo a su señoría que el plan de
as i did not fully understand the plan , i contacted the minister for economic and financial affairs , mr	así , pues , quiero decirle que el 14 de diciembre me dirigí , mediante una carta que tengo aquí
in the coming weeks , the commission will start negotiations with the spanish authorities with a view to drawing up	en las próximas semanas la comisión va a iniciar negociaciones con las autoridades españolas para preparar el marco comunitario de
therefore , if you wish , as soon as i have this information by sector and region , i will	así , pues , en el caso de andalucía , si le parece bien , en cuanto disponga de dicha
mr commissioner , the problem is that when mr aznar comes to the european union to receive money for all	señor comisario , el problema es que , cuando aznar viene a la unión europea a cobrar por cada uno
this question is very important and i would like to know - since this is a kind of 'baby fraud	la cuestión tiene mucha importancia y yo quisiera saber , porque puede hablarse de baby estafa , si el señor
mrs izquierdo rojo , i would ask all of you - and do not take this as a warning -	señora diputada , les ruego a todos -no tomen esto como ninguna advertencia- que tratemos temas estrictamente comunitarios .
i know that these are very important issues in spain and there are differing viewpoints .	yo sé que son temas muy importantes en españa y hay diferentes visiones ...
i would point out to the commissioner that mr aznar is the president of the spanish government .	le digo al señor comisario que aznar es el presidente del gobierno español .
you may answer the question .	puede usted contestar la pregunta .
mrs izquierdo rojo , i hear that you have a strong voice . i hope it is loud enough to	señoría , como la he oído y veo que tiene voz , espero que haya sido suficientemente fuerte para que
i have given you my answer .	le he dado mi respuesta .
i am keen that the structural funds , particularly those in objective 1 , are allocated where needed .	estoy muy atento a que los fondos estructurales y , en particular , los del objetivo 1 sean atribuidos allí
we have criteria which are applied and we know roughly what each of the regions of europe should or could	tenemos criterios que se aplican y sabemos aquí , a título indicativo , lo que debería o podría recibir cada
